"","authorID","groupID","author_name","author_order","address","university","department","postal_code","city","state","country","RP_address","RI","OI","UT","refID","PT","PY","PU","year"
"1",1,1,"Galtsoff, PS",1,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000200147800001",1,"J","1924","ECOLOGICAL SOC AMER",1924
"2",2,2,"Humphrey, HB",1,"Bur Plant Ind, Washington, DC USA.","bur plant ind",NA,NA,"washington","dc","usa",NA,NA,NA,"WOS:000200147800002",2,"J","1924","ECOLOGICAL SOC AMER",1924
"3",3,3,"Townsend, CHT",1,"Itaquaquecetuba, Sao Paulo, Brazil.","itaquaquecetuba",NA,NA,"sao paulo",NA,"brazil",NA,NA,NA,"WOS:000200147800003",3,"J","1924","ECOLOGICAL SOC AMER",1924
"4",4,4,"Kramer, J",2,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000200147800004",4,"J","1924","ECOLOGICAL SOC AMER",1924
"5",5,5,"Reed, M",3,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000200147800004",4,"J","1924","ECOLOGICAL SOC AMER",1924
"6",6,19,"Weaver, JE",1,"Univ Nebraska, Lincoln, NE USA.","univ nebraska",NA,NA,"lincoln","ne","usa",NA,NA,NA,"WOS:000200147800004",4,"J","1924","ECOLOGICAL SOC AMER",1924
"7",7,7,"Howell, AB",1,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000200147800005",5,"J","1924","ECOLOGICAL SOC AMER",1924
"8",8,8,"Waksman, SA",1,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000200147800006",6,"J","1924","ECOLOGICAL SOC AMER",1924
"9",9,56,"Cook, WC",1,"Montana Agr Expt Stn, Bozeman, MT USA.","montana agr expt stn",NA,NA,"bozeman","mt","usa",NA,NA,NA,"WOS:000200147800007",7,"J","1924","ECOLOGICAL SOC AMER",1924
"10",10,10,"Johnson, DS",1,"Johns Hopkins Univ, Baltimore, MD USA.","johns hopkins univ",NA,NA,"baltimore","md","usa",NA,NA,NA,"WOS:000200147800008",8,"J","1924","ECOLOGICAL SOC AMER",1924
"11",11,11,"Show, SB",1,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000200147800009",9,"J","1924","ECOLOGICAL SOC AMER",1924
"12",12,12,"Plitt, CC",1,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000200147800010",10,"J","1924","ECOLOGICAL SOC AMER",1924
"13",13,13,"Novakovsky, S",1,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000200147800015",11,"J","1924","ECOLOGICAL SOC AMER",1924
"14",14,14,"Shreve, F",1,"Desert Lab, Tucson, AZ USA.","desert lab",NA,NA,"tucson","az","usa",NA,NA,NA,"WOS:000200147800016",12,"J","1924","ECOLOGICAL SOC AMER",1924
"15",15,32,"Dodds, GS",1,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000200147800017",13,"J","1924","ECOLOGICAL SOC AMER",1924
"16",16,33,"Hisaw, FL",2,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000200147800017",13,"J","1924","ECOLOGICAL SOC AMER",1924
"17",17,17,"Redway, JW",1,"Meteorol Lab, Mt Vernon, NY USA.","meteorol lab",NA,NA,"mt vernon","ny","usa",NA,NA,NA,"WOS:000200147800018",14,"J","1924","ECOLOGICAL SOC AMER",1924
"18",18,18,"Crist, JW",2,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000200147800019",15,"J","1924","ECOLOGICAL SOC AMER",1924
"19",19,19,"Weaver, JE",1,"Univ Nebraska, Lincoln, NE USA.","univ nebraska",NA,NA,"lincoln","ne","usa",NA,NA,NA,"WOS:000200147800019",15,"J","1924","ECOLOGICAL SOC AMER",1924
"20",20,20,"Metcalf, ZP",1,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000200147800020",16,"J","1924","ECOLOGICAL SOC AMER",1924
"21",21,21,"Elliott, GRB",1,"Univ Minnesota, Minneapolis, MN USA.","univ minnesota",NA,NA,"minneapolis","mn","usa",NA,NA,NA,"WOS:000200147800021",17,"J","1924","ECOLOGICAL SOC AMER",1924
"22",22,22,"Burkholder, WH",1,"Cornell Univ, Ithaca, NY USA.","cornell univ",NA,NA,"ithaca","ny","usa",NA,NA,NA,"WOS:000200147800022",18,"J","1924","ECOLOGICAL SOC AMER",1924
