JOURNAL,YEAR,VOLUME,ISSUE,TITLE,NAME,FIRST_NAME,MIDDLE_NAME,LAST_NAME,COUNTRY,GENDER,CATEGORY,NOTES,editor_id
BITR,1969,1,1,AE,James A Peters,James,A,Peters,USA,M,AE,,1809
BITR,1969,1,1,EIC,William Louid Stern,William,Louid,Stern,USA,M,EIC,,3809
BITR,1970,2,1,EIC,William Louid Stern,William,Louid,Stern,USA,M,EIC,,3809
BITR,1971,3,1,EIC,William Louid Stern,William,Louid,Stern,USA,M,EIC,,3809
BITR,1972,4,1,EIC,William Louid Stern,William,Louid,Stern,USA,M,EIC,,3809
BITR,1973,5,1,AE,Jay C Shaffer,Jay,C,Shaffer,USA,M,AE,,1863
BITR,1973,5,1,EIC,Michael G Emsley,Michael,G,Emsley,USA,M,EIC,,2359
BITR,1974,6,1,AE,Jay C Shaffer,Jay,C,Shaffer,USA,M,AE,,1863
BITR,1974,6,1,EIC,Michael G Emsley,Michael,G,Emsley,USA,M,EIC,,2359
BITR,1975,7,1,AE,Jay C Shaffer,Jay,C,Shaffer,USA,M,AE,,1863
BITR,1975,7,1,EIC,Michael G Emsley,Michael,G,Emsley,USA,M,EIC,,2359
BITR,1976,8,1,AE,Carl H Ernst,Carl,H,Ernst,USA,M,AE,,443
BITR,1976,8,1,AE,Jay C Shaffer,Jay,C,Shaffer,USA,M,AE,,1863
BITR,1976,8,1,EIC,Michael G Emsley,Michael,G,Emsley,USA,M,EIC,,2359
BITR,1977,9,1,AE,Carl H Ernst,Carl,H,Ernst,USA,M,AE,,443
BITR,1977,9,1,AE,Jay C Shaffer,Jay,C,Shaffer,USA,M,AE,,1863
BITR,1977,9,1,EIC,Michael G Emsley,Michael,G,Emsley,USA,M,EIC,,2359
BITR,1978,10,1,AE,Carl H Ernst,Carl,H,Ernst,USA,M,AE,,443
BITR,1978,10,1,AE,John D Bultman,John,D,Bultman,USA,M,AE,,1491
BITR,1978,10,1,AE,Jay C Shaffer,Jay,C,Shaffer,USA,M,AE,,1863
BITR,1978,10,1,EIC,Michael G Emsley,Michael,G,Emsley,USA,M,EIC,,2359
BITR,1979,11,1,AE,Carl H Ernst,Carl,H,Ernst,USA,M,AE,,443
BITR,1979,11,1,AE,John D Bultman,John,D,Bultman,USA,M,AE,,1491
BITR,1979,11,1,EIC,Michael G Emsley,Michael,G,Emsley,USA,M,EIC,,2359
BITR,1980,12,1,AE,Carl H Ernst,Carl,H,Ernst,USA,M,AE,,443
BITR,1980,12,1,AE,John D Bultman,John,D,Bultman,USA,M,AE,,1491
BITR,1980,12,1,EIC,Michael G Emsley,Michael,G,Emsley,USA,M,EIC,,2359
BITR,1981,13,1,AE,Carl H Ernst,Carl,H,Ernst,USA,M,AE,,443
BITR,1981,13,1,AE,John D Bultman,John,D,Bultman,USA,M,AE,,1491
BITR,1981,13,1,EIC,Michael G Emsley,Michael,G,Emsley,USA,M,EIC,,2359
BITR,1982,14,1,AE,Carl H Ernst,Carl,H,Ernst,USA,M,AE,,443
BITR,1982,14,1,AE,John D Bultman,John,D,Bultman,USA,M,AE,,1491
BITR,1982,14,1,EIC,Michael G Emsley,Michael,G,Emsley,USA,M,EIC,,2359
BITR,1983,15,1,EIC,E Raymond Heithaus,E,Raymond,Heithaus,USA,M,EIC,,978
BITR,1983,15,1,AE,John D Bultman,John,D,Bultman,USA,M,AE,,1491
BITR,1983,15,1,AE,Jay S Tashiro,Jay,S,Tashiro,USA,M,AE,,1901
BITR,1984,16,1,EIC,E Raymond Heithaus,E,Raymond,Heithaus,USA,M,EIC,,978
BITR,1984,16,1,AE,John D Bultman,John,D,Bultman,USA,M,AE,,1491
BITR,1984,16,1,AE,Jay S Tashiro,Jay,S,Tashiro,USA,M,AE,,1901
BITR,1985,17,1,EIC,E Raymond Heithaus,E,Raymond,Heithaus,USA,M,EIC,,978
BITR,1985,17,1,AE,John D Bultman,John,D,Bultman,USA,M,AE,,1491
BITR,1985,17,1,AE,Jay S Tashiro,Jay,S,Tashiro,USA,M,AE,,1901
BITR,1986,18,1,EIC,E Raymond Heithaus,E,Raymond,Heithaus,USA,M,EIC,,978
BITR,1986,18,1,AE,John D Bultman,John,D,Bultman,USA,M,AE,,1491
BITR,1986,18,1,AE,Jay S Tashiro,Jay,S,Tashiro,USA,M,AE,,1901
BITR,1987,19,1,SE,B Adebayo Lasebikan,B,Adebayo,Lasebikan,Nigeria,M,SE,,306
BITR,1987,19,1,EIC,E Raymond Heithaus,E,Raymond,Heithaus,USA,M,EIC,,978
BITR,1987,19,1,SE,Francis Halle,Francis,,Halle,France,M,SE,,1077
BITR,1987,19,1,SE,Ghillean T Prance,Ghillean,T,Prance,UK,M,SE,England,1248
BITR,1987,19,1,AE,John D Bultman,John,D,Bultman,USA,M,AE,,1491
BITR,1987,19,1,AE,Jay S Tashiro,Jay,S,Tashiro,USA,M,AE,,1901
BITR,1987,19,1,SE,Michael G Emsley,Michael,G,Emsley,USA,M,SE,,2359
BITR,1987,19,1,SE,Paul W Richards,Paul,W,Richards,UK,M,SE,,2906
BITR,1988,20,1,SE,B Adebayo Lasebikan,B,Adebayo,Lasebikan,Nigeria,M,SE,,306
BITR,1988,20,1,EIC,E Raymond Heithaus,E,Raymond,Heithaus,USA,M,EIC,,978
BITR,1988,20,1,SE,Francis Halle,Francis,,Halle,France,M,SE,,1077
BITR,1988,20,1,SE,Ghillean T Prance,Ghillean,T,Prance,UK,M,SE,England,1248
BITR,1988,20,1,AE,John D Bultman,John,D,Bultman,USA,M,AE,,1491
BITR,1988,20,1,SE,Michael G Emsley,Michael,G,Emsley,USA,M,SE,,2359
BITR,1988,20,1,SE,Paul W Richards,Paul,W,Richards,UK,M,SE,,2906
BITR,1989,21,1,SE,B Adebayo Lasebikan,B,Adebayo,Lasebikan,Nigeria,M,SE,,306
BITR,1989,21,1,EIC,E Raymond Heithaus,E,Raymond,Heithaus,USA,M,EIC,,978
BITR,1989,21,1,SE,Francis Halle,Francis,,Halle,France,M,SE,,1077
BITR,1989,21,1,SE,Ghillean T Prance,Ghillean,T,Prance,UK,M,SE,England,1248
BITR,1989,21,1,AE,John D Bultman,John,D,Bultman,USA,M,AE,,1491
BITR,1989,21,1,SE,Michael G Emsley,Michael,G,Emsley,USA,M,SE,,2359
BITR,1989,21,1,SE,Paul W Richards,Paul,W,Richards,UK,M,SE,,2906
BITR,1990,22,1,SE,B Adebayo Lasebikan,B,Adebayo,Lasebikan,Nigeria,M,SE,,306
BITR,1990,22,1,EIC,E Raymond Heithaus,E,Raymond,Heithaus,USA,M,EIC,,978
BITR,1990,22,1,SE,Francis Halle,Francis,,Halle,France,M,SE,,1077
BITR,1990,22,1,SE,Ghillean T Prance,Ghillean,T,Prance,UK,M,SE,England,1248
BITR,1990,22,1,AE,John D Bultman,John,D,Bultman,USA,M,AE,,1491
BITR,1990,22,1,SE,Michael G Emsley,Michael,G,Emsley,USA,M,SE,,2359
BITR,1990,22,1,SE,Paul W Richards,Paul,W,Richards,UK,M,SE,,2906
BITR,1991,23,1,SE,B Adebayo Lasebikan,B,Adebayo,Lasebikan,Nigeria,M,SE,,306
BITR,1991,23,1,EIC,E Raymond Heithaus,E,Raymond,Heithaus,USA,M,EIC,,978
BITR,1991,23,1,SE,Francis Halle,Francis,,Halle,France,M,SE,,1077
BITR,1991,23,1,SE,Ghillean T Prance,Ghillean,T,Prance,UK,M,SE,England,1248
BITR,1991,23,1,AE,John D Bultman,John,D,Bultman,USA,M,AE,,1491
BITR,1991,23,1,SE,Michael G Emsley,Michael,G,Emsley,USA,M,SE,,2359
BITR,1991,23,1,SE,Paul W Richards,Paul,W,Richards,UK,M,SE,,2906
BITR,1992,24,1,SE,B Adebayo Lasebikan,B,Adebayo,Lasebikan,Nigeria,M,SE,,306
BITR,1992,24,1,EIC,E Raymond Heithaus,E,Raymond,Heithaus,USA,M,EIC,,978
BITR,1992,24,1,SE,Francis Halle,Francis,,Halle,France,M,SE,,1077
BITR,1992,24,1,SE,Ghillean T Prance,Ghillean,T,Prance,UK,M,SE,England,1248
BITR,1992,24,1,AE,John D Bultman,John,D,Bultman,USA,M,AE,,1491
BITR,1992,24,1,SE,Michael G Emsley,Michael,G,Emsley,USA,M,SE,,2359
BITR,1992,24,1,SE,Paul W Richards,Paul,W,Richards,UK,M,SE,,2906
BITR,1993,25,1,SE,Anthony Anderson,Anthony,,Anderson,Brazil,M,SE,,5
BITR,1993,25,1,SE,Antoine M Cleef,Antoine,M,Cleef,Netherlands,M,SE,,43
BITR,1993,25,1,SE,Betty J Meggers,Betty,J,Meggers,USA,F,SE,,323
BITR,1993,25,1,EIC,E Raymond Heithaus,E,Raymond,Heithaus,USA,M,EIC,,978
BITR,1993,25,1,SE,Ernesto Medina,Ernesto,,Medina,Venezuela,M,SE,,1001
BITR,1993,25,1,SE,Edward O Wilson,Edward,O,Wilson,USA,M,SE,,1042
BITR,1993,25,1,SE,Francis Halle,Francis,,Halle,France,M,SE,,1077
BITR,1993,25,1,SE,Francis E Putz,Francis,E,Putz,USA,M,SE,,1120
BITR,1993,25,1,SE,Ghillean T Prance,Ghillean,T,Prance,UK,M,SE,England,1248
BITR,1993,25,1,SE,Harold Heatwole,Harold,,Heatwole,USA,M,SE,,1307
BITR,1993,25,1,AE,John D Bultman,John,D,Bultman,USA,M,AE,,1491
BITR,1993,25,1,SE,John ED Fox,John,ED,Fox,Australia,M,SE,,1576
BITR,1993,25,1,SE,Jose Sarukhan,Jose,,Sarukhan,Mexico,M,SE,,1853
BITR,1993,25,1,SE,John Terborgh,John,,Terborgh,USA,M,SE,,1903
BITR,1993,25,1,SE,Mosadoluwa Adetola Badejo,Mosadoluwa,Adetola,Badejo,Nigeria,M,SE,,2285
BITR,1993,25,1,SE,Mercedes S Foster,Mercedes,S,Foster,USA,F,SE,,2374
BITR,1993,25,1,SE,Madhav Gadgil,Madhav,,Gadgil,India,M,SE,,2380
BITR,1993,25,1,SE,Mary Jane West-Eberhard,Mary,Jane,West-Eberhard,Panama,F,SE,,2605
BITR,1993,25,1,SE,Ong Jin Eong,Ong,Jin,Eong,Malaysia,M,SE,,2714
BITR,1993,25,1,SE,Paul A Colinvaux,Paul,A,Colinvaux,USA,M,SE,,2786
BITR,1993,25,1,SE,Paul W Richards,Paul,W,Richards,UK,M,SE,,2906
BITR,1993,25,1,SE,Peter M Vitousek,Peter,M,Vitousek,USA,M,SE,,2946
BITR,1993,25,1,SE,Robert K Colwell,Robert,K,Colwell,USA,M,SE,,3022
BITR,1993,25,1,SE,Sandra Brown,Sandra,,Brown,USA,F,SE,,3290
BITR,1993,25,1,SE,Thomas Lovejoy,Thomas,,Lovejoy,USA,M,SE,,3593
BITR,1993,25,1,SE,Woodruff Benson,Woodruff,,Benson,Brazil,M,SE,,3711
BITR,1993,25,1,SE,William M Lewis,William,M,Lewis,USA,M,SE,,3765
BITR,1994,26,1,SE,Anthony Anderson,Anthony,,Anderson,Brazil,M,SE,,5
BITR,1994,26,1,SE,Betty J Meggers,Betty,J,Meggers,USA,F,SE,,323
BITR,1994,26,1,EIC,E Raymond Heithaus,E,Raymond,Heithaus,USA,M,EIC,,978
BITR,1994,26,1,SE,Ernesto Medina,Ernesto,,Medina,Venezuela,M,SE,,1001
BITR,1994,26,1,SE,Edward O Wilson,Edward,O,Wilson,USA,M,SE,,1042
BITR,1994,26,1,SE,Francis Halle,Francis,,Halle,France,M,SE,,1077
BITR,1994,26,1,SE,Francis E Putz,Francis,E,Putz,USA,M,SE,,1120
BITR,1994,26,1,SE,Ghillean T Prance,Ghillean,T,Prance,UK,M,SE,England,1248
BITR,1994,26,1,AE,John D Bultman,John,D,Bultman,USA,M,AE,,1491
BITR,1994,26,1,SE,John ED Fox,John,ED,Fox,Australia,M,SE,,1576
BITR,1994,26,1,SE,Jose Sarukhan,Jose,,Sarukhan,Mexico,M,SE,,1853
BITR,1994,26,1,SE,John Terborgh,John,,Terborgh,USA,M,SE,,1903
BITR,1994,26,1,SE,Mosadoluwa Adetola Badejo,Mosadoluwa,Adetola,Badejo,Nigeria,M,SE,,2285
BITR,1994,26,1,SE,Mercedes S Foster,Mercedes,S,Foster,USA,F,SE,,2374
BITR,1994,26,1,SE,Madhav Gadgil,Madhav,,Gadgil,India,M,SE,,2380
BITR,1994,26,1,SE,Mary Jane West-Eberhard,Mary,Jane,West-Eberhard,Panama,F,SE,,2605
BITR,1994,26,1,SE,Ong Jin Eong,Ong,Jin,Eong,Malaysia,M,SE,,2714
BITR,1994,26,1,SE,Paul W Richards,Paul,W,Richards,UK,M,SE,,2906
BITR,1994,26,1,SE,Peter M Vitousek,Peter,M,Vitousek,USA,M,SE,,2946
BITR,1994,26,1,SE,Sandra Brown,Sandra,,Brown,USA,F,SE,,3290
BITR,1994,26,1,SE,Thomas Lovejoy,Thomas,,Lovejoy,USA,M,SE,,3593
BITR,1994,26,1,SE,Woodruff Benson,Woodruff,,Benson,Brazil,M,SE,,3711
BITR,1995,27,1,SE,Anthony Anderson,Anthony,,Anderson,Brazil,M,SE,,5
BITR,1995,27,1,SE,Antoine M Cleef,Antoine,M,Cleef,Netherlands,M,SE,,43
BITR,1995,27,1,SE,Betty J Meggers,Betty,J,Meggers,USA,F,SE,,323
BITR,1995,27,1,EIC,E Raymond Heithaus,E,Raymond,Heithaus,USA,M,EIC,,978
BITR,1995,27,1,SE,Ernesto Medina,Ernesto,,Medina,Venezuela,M,SE,,1001
BITR,1995,27,1,SE,Edward O Wilson,Edward,O,Wilson,USA,M,SE,,1042
BITR,1995,27,1,SE,Francis Halle,Francis,,Halle,France,M,SE,,1077
BITR,1995,27,1,SE,Francis E Putz,Francis,E,Putz,USA,M,SE,,1120
BITR,1995,27,1,SE,Harold Heatwole,Harold,,Heatwole,USA,M,SE,,1307
BITR,1995,27,1,AE,John D Bultman,John,D,Bultman,USA,M,AE,,1491
BITR,1995,27,1,SE,John ED Fox,John,ED,Fox,Australia,M,SE,,1576
BITR,1995,27,1,SE,Jose Sarukhan,Jose,,Sarukhan,Mexico,M,SE,,1853
BITR,1995,27,1,SE,John Terborgh,John,,Terborgh,USA,M,SE,,1903
BITR,1995,27,1,SE,Mosadoluwa Adetola Badejo,Mosadoluwa,Adetola,Badejo,Nigeria,M,SE,,2285
BITR,1995,27,1,SE,Mercedes S Foster,Mercedes,S,Foster,USA,F,SE,,2374
BITR,1995,27,1,SE,Madhav Gadgil,Madhav,,Gadgil,India,M,SE,,2380
BITR,1995,27,1,SE,Mary Jane West-Eberhard,Mary,Jane,West-Eberhard,Panama,F,SE,,2605
BITR,1995,27,1,SE,Ong Jin Eong,Ong,Jin,Eong,Malaysia,M,SE,,2714
BITR,1995,27,1,SE,Paul W Richards,Paul,W,Richards,UK,M,SE,,2906
BITR,1995,27,1,SE,Peter M Vitousek,Peter,M,Vitousek,USA,M,SE,,2946
BITR,1995,27,1,SE,Robert K Colwell,Robert,K,Colwell,USA,M,SE,,3022
BITR,1995,27,1,SE,Sandra Brown,Sandra,,Brown,USA,F,SE,,3290
BITR,1995,27,1,SE,Thomas Lovejoy,Thomas,,Lovejoy,USA,M,SE,,3593
BITR,1995,27,1,SE,Woodruff Benson,Woodruff,,Benson,Brazil,M,SE,,3711
BITR,1995,27,1,SE,William M Lewis,William,M,Lewis,USA,M,SE,,3765
BITR,1996,28,1,SE,Anthony Anderson,Anthony,,Anderson,Brazil,M,SE,,5
BITR,1996,28,1,SE,Antoine M Cleef,Antoine,M,Cleef,Netherlands,M,SE,,43
BITR,1996,28,1,SE,Betty J Meggers,Betty,J,Meggers,USA,F,SE,,323
BITR,1996,28,1,SE,Catherine Pringle,Catherine,,Pringle,USA,F,SE,,558
BITR,1996,28,1,SE,David Roubik,David,,Roubik,USA,M,SE,,849
BITR,1996,28,1,SE,Elena Alvarez-Buylla,Elena,,Alvarez-Buylla,Mexico,F,SE,,930
BITR,1996,28,1,EIC,E Raymond Heithaus,E,Raymond,Heithaus,USA,M,EIC,,978
BITR,1996,28,1,SE,Ernesto Medina,Ernesto,,Medina,Venezuela,M,SE,,1001
BITR,1996,28,1,SE,Edward O Wilson,Edward,O,Wilson,USA,M,SE,,1042
BITR,1996,28,1,SE,Francis E Putz,Francis,E,Putz,USA,M,SE,,1120
BITR,1996,28,1,SE,Fred Scatena,Fred,,Scatena,USA,M,SE,,1127
BITR,1996,28,1,SE,Harold Heatwole,Harold,,Heatwole,USA,M,SE,,1307
BITR,1996,28,1,SE,Ingrid Olmsted,Ingrid,,Olmsted,Mexico,F,SE,,1412
BITR,1996,28,1,SE,John ED Fox,John,ED,Fox,Australia,M,SE,,1576
BITR,1996,28,1,SE,John T Longino,John,T,Longino,USA,M,SE,,1723
BITR,1996,28,1,SE,Jose Sarukhan,Jose,,Sarukhan,Mexico,M,SE,,1853
BITR,1996,28,1,SE,John Terborgh,John,,Terborgh,USA,M,SE,,1903
BITR,1996,28,1,SE,Mosadoluwa Adetola Badejo,Mosadoluwa,Adetola,Badejo,Nigeria,M,SE,,2285
BITR,1996,28,1,SE,Mercedes S Foster,Mercedes,S,Foster,USA,F,SE,,2374
BITR,1996,28,1,SE,Madhav Gadgil,Madhav,,Gadgil,India,M,SE,,2380
BITR,1996,28,1,SE,Mary Jane West-Eberhard,Mary,Jane,West-Eberhard,Panama,F,SE,,2605
BITR,1996,28,1,SE,Ong Jin Eong,Ong,Jin,Eong,Malaysia,M,SE,,2714
BITR,1996,28,1,SE,Paul Berry,Paul,,Berry,USA,M,SE,,2767
BITR,1996,28,1,SE,Peter M Vitousek,Peter,M,Vitousek,USA,M,SE,,2946
BITR,1996,28,1,SE,Robert K Colwell,Robert,K,Colwell,USA,M,SE,,3022
BITR,1996,28,1,SE,Sandra Brown,Sandra,,Brown,USA,F,SE,,3290
BITR,1996,28,1,SE,Thomas Kunz,Thomas,,Kunz,USA,M,SE,,3586
BITR,1996,28,1,SE,Thomas Lovejoy,Thomas,,Lovejoy,USA,M,SE,,3593
BITR,1996,28,1,SE,Woodruff Benson,Woodruff,,Benson,Brazil,M,SE,,3711
BITR,1997,29,1,SE,Anthony Anderson,Anthony,,Anderson,Brazil,M,SE,,5
BITR,1997,29,1,SE,Antoine M Cleef,Antoine,M,Cleef,Netherlands,M,SE,,43
BITR,1997,29,1,SE,Betty J Meggers,Betty,J,Meggers,USA,F,SE,,323
BITR,1997,29,1,SE,Catherine Pringle,Catherine,,Pringle,USA,F,SE,,558
BITR,1997,29,1,SE,Diane Davidson,Diane,,Davidson,USA,F,SE,,662
BITR,1997,29,1,SE,David Roubik,David,,Roubik,USA,M,SE,,849
BITR,1997,29,1,SE,Elena Alvarez-Buylla,Elena,,Alvarez-Buylla,Mexico,F,SE,,930
BITR,1997,29,1,SE,Francis E Putz,Francis,E,Putz,USA,M,SE,,1120
BITR,1997,29,1,SE,Fred Scatena,Fred,,Scatena,USA,M,SE,,1127
BITR,1997,29,1,SE,Harold Heatwole,Harold,,Heatwole,USA,M,SE,,1307
BITR,1997,29,1,SE,Ingrid Olmsted,Ingrid,,Olmsted,Mexico,F,SE,,1412
BITR,1997,29,1,SE,Jaime Cavelier,Jaime,,Cavelier,Colombia,M,SE,,1505
BITR,1997,29,1,SE,John ED Fox,John,ED,Fox,Australia,M,SE,,1576
BITR,1997,29,1,SE,John T Longino,John,T,Longino,USA,M,SE,,1723
BITR,1997,29,1,SE,John Proctor,John,,Proctor,UK,M,SE,,1819
BITR,1997,29,1,SE,Mosadoluwa Adetola Badejo,Mosadoluwa,Adetola,Badejo,Nigeria,M,SE,,2285
BITR,1997,29,1,SE,Madhav Gadgil,Madhav,,Gadgil,India,M,SE,,2380
BITR,1997,29,1,SE,Nathaniel Wheelwright,Nathaniel,,Wheelwright,USA,M,SE,,2706
BITR,1997,29,1,SE,Ong Jin Eong,Ong,Jin,Eong,Malaysia,M,SE,,2714
BITR,1997,29,1,SE,Paul Berry,Paul,,Berry,USA,M,SE,,2767
BITR,1997,29,1,SE,Paulo Oliveira,Paulo,,Oliveira,Brazil,M,SE,,2884
BITR,1997,29,1,EIC,Robert J Marquis,Robert,J,Marquis,USA,M,EIC,,3142
BITR,1997,29,1,SE,Theodore Fleming,Theodore,,Fleming,USA,M,SE,,3546
BITR,1997,29,1,SE,Thomas Kunz,Thomas,,Kunz,USA,M,SE,,3586
BITR,1997,29,1,SE,Thomas Lovejoy,Thomas,,Lovejoy,USA,M,SE,,3593
BITR,1997,29,1,SE,Whendee Silver,Whendee,,Silver,USA,F,SE,,3800
BITR,1998,30,1,SE,Annette Aiello,Annette,,Aiello,Panama,F,SE,,3
BITR,1998,30,1,SE,Alan Covich,Alan,,Covich,USA,M,SE,,46
BITR,1998,30,1,SE,Craig Guyer,Craig,,Guyer,USA,M,SE,,471
BITR,1998,30,1,SE,David Bowman,David,,Bowman,Australia,M,SE,,634
BITR,1998,30,1,SE,David Clark,David,,Clark,Costa Rica,M,SE,,650
BITR,1998,30,1,SE,Diane Davidson,Diane,,Davidson,USA,F,SE,,662
BITR,1998,30,1,SE,David Roubik,David,,Roubik,USA,M,SE,,849
BITR,1998,30,1,SE,John ED Fox,John,ED,Fox,Australia,M,SE,,1576
BITR,1998,30,1,SE,James L Hamrick,James,L,Hamrick,USA,M,SE,,1620
BITR,1998,30,1,SE,John T Longino,John,T,Longino,USA,M,SE,,1723
BITR,1998,30,1,SE,John Proctor,John,,Proctor,UK,M,SE,,1819
BITR,1998,30,1,SE,Michele Holbrook,Michele,,Holbrook,USA,F,SE,,2412
BITR,1998,30,1,SE,Marina Wong,Marina,,Wong,Brunei,F,SE,,2616
BITR,1998,30,1,SE,Nicolas Brokaw,Nicolas,,Brokaw,USA,M,SE,,2630
BITR,1998,30,1,SE,Nancy Simmons,Nancy,,Simmons,USA,F,SE,,2690
BITR,1998,30,1,SE,Nathaniel Wheelwright,Nathaniel,,Wheelwright,USA,M,SE,,2706
BITR,1998,30,1,SE,Paulo Oliveira,Paulo,,Oliveira,Brazil,M,SE,,2884
BITR,1998,30,1,EIC,Robert J Marquis,Robert,J,Marquis,USA,M,EIC,,3142
BITR,1998,30,1,SE,Steven Oberbauer,Steven,,Oberbauer,USA,M,SE,,3419
BITR,1998,30,1,SE,Theodore Fleming,Theodore,,Fleming,USA,M,SE,,3546
BITR,1998,30,1,SE,William F Laurance,William,F,Laurance,Brazil,M,SE,,3763
BITR,1998,30,1,SE,Whendee Silver,Whendee,,Silver,USA,F,SE,,3800
BITR,1999,31,1,SE,Annette Aiello,Annette,,Aiello,Panama,F,SE,,3
BITR,1999,31,1,SE,Alan Covich,Alan,,Covich,USA,M,SE,,46
BITR,1999,31,1,SE,Craig Guyer,Craig,,Guyer,USA,M,SE,,471
BITR,1999,31,1,SE,Carlos M Herrera,Carlos,M,Herrera,Spain,M,SE,,480
BITR,1999,31,1,SE,David Bowman,David,,Bowman,Australia,M,SE,,634
BITR,1999,31,1,SE,David Clark,David,,Clark,Costa Rica,M,SE,,650
BITR,1999,31,1,SE,Douglas Levey,Douglas,,Levey,USA,M,SE,,760
BITR,1999,31,1,SE,D Jean Lodge,D,Jean,Lodge,USA,F,SE,,766
BITR,1999,31,1,SE,Dennis O'Dowd,Dennis,,O'Dowd,Australia,M,SE,,806
BITR,1999,31,1,SE,David Roubik,David,,Roubik,USA,M,SE,,849
BITR,1999,31,1,SE,Elvira Cuevas,Elvira,,Cuevas,Venezuela,F,SE,,953
BITR,1999,31,1,SE,James Ackerman,James,,Ackerman,USA,M,SE,,1431
BITR,1999,31,1,SE,John J Ewel,John,J,Ewel,USA,M,SE,,1566
BITR,1999,31,1,SE,John ED Fox,John,ED,Fox,Australia,M,SE,,1576
BITR,1999,31,1,SE,James L Hamrick,James,L,Hamrick,USA,M,SE,,1620
BITR,1999,31,1,SE,John T Longino,John,T,Longino,USA,M,SE,,1723
BITR,1999,31,1,SE,Michele Holbrook,Michele,,Holbrook,USA,F,SE,,2412
BITR,1999,31,1,SE,Marina Wong,Marina,,Wong,Brunei,F,SE,,2616
BITR,1999,31,1,SE,Nicolas Brokaw,Nicolas,,Brokaw,USA,M,SE,,2630
BITR,1999,31,1,SE,Nancy Simmons,Nancy,,Simmons,USA,F,SE,,2690
BITR,1999,31,1,SE,Philip DeVries,Philip,,DeVries,USA,M,SE,,2794
BITR,1999,31,1,SE,Rodolfo Dirzo,Rodolfo,,Dirzo,Mexico,M,SE,,3041
BITR,1999,31,1,EIC,Robert J Marquis,Robert,J,Marquis,USA,M,EIC,,3142
BITR,1999,31,1,SE,Steven Oberbauer,Steven,,Oberbauer,USA,M,SE,,3419
BITR,1999,31,1,SE,William F Laurance,William,F,Laurance,Brazil,M,SE,,3763
BITR,2000,32,1,SE,Annette Aiello,Annette,,Aiello,Panama,F,SE,,3
BITR,2000,32,1,SE,Alan Covich,Alan,,Covich,USA,M,SE,,46
BITR,2000,32,1,SE,Craig Guyer,Craig,,Guyer,USA,M,SE,,471
BITR,2000,32,1,SE,Carlos M Herrera,Carlos,M,Herrera,Spain,M,SE,,480
BITR,2000,32,1,SE,David Bowman,David,,Bowman,Australia,M,SE,,634
BITR,2000,32,1,SE,David Clark,David,,Clark,Costa Rica,M,SE,,650
BITR,2000,32,1,SE,Douglas Levey,Douglas,,Levey,USA,M,SE,,760
BITR,2000,32,1,SE,D Jean Lodge,D,Jean,Lodge,USA,F,SE,,766
BITR,2000,32,1,SE,Elvira Cuevas,Elvira,,Cuevas,Venezuela,F,SE,,953
BITR,2000,32,1,SE,James Ackerman,James,,Ackerman,USA,M,SE,,1431
BITR,2000,32,1,SE,John J Ewel,John,J,Ewel,USA,M,SE,,1566
BITR,2000,32,1,SE,James L Hamrick,James,L,Hamrick,USA,M,SE,,1620
BITR,2000,32,1,SE,Michele Holbrook,Michele,,Holbrook,USA,F,SE,,2412
BITR,2000,32,1,SE,Philip DeVries,Philip,,DeVries,USA,M,SE,,2794
BITR,2000,32,1,SE,Rodolfo Dirzo,Rodolfo,,Dirzo,Mexico,M,SE,,3041
BITR,2000,32,1,EIC,Robert J Marquis,Robert,J,Marquis,USA,M,EIC,,3142
BITR,2000,32,1,SE,William F Laurance,William,F,Laurance,Brazil,M,SE,,3763
BITR,2001,33,1,SE,Augusto C Franco,Augusto,C,Franco,Brazil,M,SE,,80
BITR,2001,33,1,SE,Colin Chapman,Colin,,Chapman,USA,M,SE,,421
BITR,2001,33,1,SE,Carlos M Herrera,Carlos,M,Herrera,Spain,M,SE,,480
BITR,2001,33,1,SE,David Dudgeon,David,,Dudgeon,China,M,SE,,674
BITR,2001,33,1,SE,Douglas Levey,Douglas,,Levey,USA,M,SE,,760
BITR,2001,33,1,SE,D Jean Lodge,D,Jean,Lodge,USA,F,SE,,766
BITR,2001,33,1,SE,Dennis O'Dowd,Dennis,,O'Dowd,Australia,M,SE,,806
BITR,2001,33,1,SE,David Roubik,David,,Roubik,USA,M,SE,,849
BITR,2001,33,1,SE,James Ackerman,James,,Ackerman,USA,M,SE,,1431
BITR,2001,33,1,SE,John J Ewel,John,J,Ewel,USA,M,SE,,1566
BITR,2001,33,1,SE,John T Longino,John,T,Longino,USA,M,SE,,1723
BITR,2001,33,1,SE,Laurie Vitt,Laurie,,Vitt,USA,F,SE,,2252
BITR,2001,33,1,SE,Oscar Rocha,Oscar,,Rocha,Costa Rica,M,SE,,2734
BITR,2001,33,1,SE,Philip DeVries,Philip,,DeVries,USA,M,SE,,2794
BITR,2001,33,1,SE,Pamela Hall,Pamela,,Hall,USA,F,SE,,2821
BITR,2001,33,1,SE,Rodolfo Dirzo,Rodolfo,,Dirzo,Mexico,M,SE,,3041
BITR,2001,33,1,EIC,Robert J Marquis,Robert,J,Marquis,USA,M,EIC,,3142
BITR,2001,33,1,SE,Steven Oberbauer,Steven,,Oberbauer,USA,M,SE,,3419
